measure_of_weight,tonnage_type_id,tonnage_type_name,unit_of_measure_id,unit_of_measure_name,primary_vessel_id
5,4,Simplified,64,Long Ton,1242437
5,4,Simplified,111,Short Ton,1242437
9,4,Simplified,64,Long Ton,501953
7,4,Simplified,111,Short Ton,501953
26,4,Simplified,111,Short Ton,1074455
33,4,Simplified,64,Long Ton,1074455
9,4,Simplified,111,Short Ton,1180461
11,4,Simplified,64,Long Ton,1180461
20,4,Simplified,64,Long Ton,600552
18,4,Simplified,111,Short Ton,600552
11,4,Simplified,111,Short Ton,615231
11,4,Simplified,64,Long Ton,615231
6,4,Simplified,111,Short Ton,1093857
7,4,Simplified,64,Long Ton,1093857
13,4,Simplified,64,Long Ton,1224269
10,4,Simplified,111,Short Ton,1224269
9,3,Regulatory (Subpart C or D),111,Short Ton,176216
10,3,Regulatory (Subpart C or D),64,Long Ton,176216
764,4,Simplified,64,Long Ton,1222454
764,4,Simplified,111,Short Ton,1222454
25,4,Simplified,64,Long Ton,272258
23,4,Simplified,111,Short Ton,272258
15,4,Simplified,111,Short Ton,278780
16,4,Simplified,64,Long Ton,278780
10,4,Simplified,64,Long Ton,628923
8,4,Simplified,111,Short Ton,628923
70,4,Simplified,111,Short Ton,641764
88,4,Simplified,64,Long Ton,641764
20763,1,Convention (Subpart B),64,Long Ton,1115792
41799,6,Displacement,120,Ton,1115792
33270,5,Dead Weight,120,Ton,1115792
11627,1,Convention (Subpart B),111,Short Ton,1115792
11,4,Simplified,64,Long Ton,293828
8,4,Simplified,111,Short Ton,293828
7,4,Simplified,111,Short Ton,270272
9,4,Simplified,64,Long Ton,270272
6,4,Simplified,64,Long Ton,625680
5,4,Simplified,111,Short Ton,625680
5,4,Simplified,111,Short Ton,638122
6,4,Simplified,64,Long Ton,638122
940,4,Simplified,111,Short Ton,1227265
940,4,Simplified,64,Long Ton,1227265
58065,5,Dead Weight,120,Ton,1238092
67802,6,Displacement,120,Ton,1238092
19458,1,Convention (Subpart B),111,Short Ton,1238092
32319,1,Convention (Subpart B),64,Long Ton,1238092
7,4,Simplified,64,Long Ton,1234051
6,4,Simplified,111,Short Ton,1234051
16,4,Simplified,64,Long Ton,562640
12,4,Simplified,111,Short Ton,562640
14,4,Simplified,64,Long Ton,1207518
12,4,Simplified,111,Short Ton,1207518
17,4,Simplified,64,Long Ton,561721
14,4,Simplified,111,Short Ton,561721
9,4,Simplified,111,Short Ton,279288
10,4,Simplified,64,Long Ton,279288
9,4,Simplified,111,Short Ton,502672
11,4,Simplified,64,Long Ton,502672
764,4,Simplified,111,Short Ton,996854
764,4,Simplified,64,Long Ton,996854
6,4,Simplified,64,Long Ton,625680
5,4,Simplified,111,Short Ton,625680
7,4,Simplified,64,Long Ton,665826
6,4,Simplified,111,Short Ton,665826
19,4,Simplified,111,Short Ton,4110
23,4,Simplified,64,Long Ton,4110
14,4,Simplified,64,Long Ton,617087
11,4,Simplified,111,Short Ton,617087
21,4,Simplified,111,Short Ton,264738
26,4,Simplified,64,Long Ton,264738
46180,5,Dead Weight,75,Metric Ton,1106129
56661,6,Displacement,75,Metric Ton,1106129
29657,1,Convention (Subpart B),64,Long Ton,1106129
12287,1,Convention (Subpart B),111,Short Ton,1106129
28,4,Simplified,64,Long Ton,1085704
22,4,Simplified,111,Short Ton,1085704
19,4,Simplified,111,Short Ton,273675
24,4,Simplified,64,Long Ton,273675
11,4,Simplified,64,Long Ton,965975
9,4,Simplified,111,Short Ton,965975
13,4,Simplified,111,Short Ton,274942
17,4,Simplified,64,Long Ton,274942
13,4,Simplified,64,Long Ton,1116556
10,4,Simplified,111,Short Ton,1116556
1619,4,Simplified,111,Short Ton,1249583
1619,4,Simplified,64,Long Ton,1249583
10,4,Simplified,64,Long Ton,575031
9,4,Simplified,111,Short Ton,575031
18,4,Simplified,111,Short Ton,1226425
22,4,Simplified,64,Long Ton,1226425
6,4,Simplified,64,Long Ton,510479
6,4,Simplified,111,Short Ton,510479
823,4,Simplified,111,Short Ton,511044
823,4,Simplified,64,Long Ton,511044
453,3,Regulatory (Subpart C or D),64,Long Ton,222221
265,3,Regulatory (Subpart C or D),111,Short Ton,222221
1044,5,Dead Weight,120,Ton,222221
764,4,Simplified,111,Short Ton,19
764,4,Simplified,64,Long Ton,19
5,4,Simplified,111,Short Ton,276940
5,4,Simplified,64,Long Ton,276940
745,4,Simplified,111,Short Ton,501564
745,4,Simplified,64,Long Ton,501564
12,4,Simplified,111,Short Ton,289724
15,4,Simplified,64,Long Ton,289724
2161,1,Convention (Subpart B),64,Long Ton,1224866
648,1,Convention (Subpart B),111,Short Ton,1224866
10,4,Simplified,111,Short Ton,505166
13,4,Simplified,64,Long Ton,505166
24,4,Simplified,111,Short Ton,1198216
30,4,Simplified,64,Long Ton,1198216
21,4,Simplified,111,Short Ton,641814
27,4,Simplified,64,Long Ton,641814
15,4,Simplified,64,Long Ton,510471
12,4,Simplified,111,Short Ton,510471
15,4,Simplified,64,Long Ton,665626
12,4,Simplified,111,Short Ton,665626
15,4,Simplified,111,Short Ton,511120
16,4,Simplified,64,Long Ton,511120
11,4,Simplified,64,Long Ton,293828
8,4,Simplified,111,Short Ton,293828
3144,5,Dead Weight,75,Metric Ton,1215995
4860,1,Convention (Subpart B),64,Long Ton,1215995
774,6,Displacement,120,Ton,1215995
12,4,Simplified,64,Long Ton,264464
11,4,Simplified,111,Short Ton,264464
19,3,Regulatory (Subpart C or D),111,Short Ton,295974
28,3,Regulatory (Subpart C or D),64,Long Ton,295974
12,4,Simplified,111,Short Ton,981672
15,4,Simplified,64,Long Ton,981672
8,4,Simplified,64,Long Ton,285106
7,4,Simplified,111,Short Ton,285106
10,4,Simplified,111,Short Ton,588434
11,4,Simplified,64,Long Ton,588434
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
14,4,Simplified,111,Short Ton,626682
16,4,Simplified,64,Long Ton,626682
245,4,Simplified,64,Long Ton,287108
245,4,Simplified,111,Short Ton,287108
20,4,Simplified,64,Long Ton,621149
16,4,Simplified,111,Short Ton,621149
33,4,Simplified,111,Short Ton,569742
42,4,Simplified,64,Long Ton,569742
9,4,Simplified,64,Long Ton,1071022
7,4,Simplified,111,Short Ton,1071022
7,4,Simplified,111,Short Ton,596450
9,4,Simplified,64,Long Ton,596450
35283,5,Dead Weight,120,Ton,1048318
44731,6,Displacement,120,Ton,1048318
12019,1,Convention (Subpart B),111,Short Ton,1048318
22402,1,Convention (Subpart B),64,Long Ton,1048318
745,4,Simplified,111,Short Ton,1150430
745,4,Simplified,64,Long Ton,1150430
764,4,Simplified,64,Long Ton,1218170
764,4,Simplified,111,Short Ton,1218170
17,4,Simplified,111,Short Ton,568268
21,4,Simplified,64,Long Ton,568268
5,4,Simplified,111,Short Ton,274333
6,4,Simplified,64,Long Ton,274333
13,4,Simplified,111,Short Ton,586978
15,4,Simplified,64,Long Ton,586978
30,4,Simplified,111,Short Ton,505538
38,4,Simplified,64,Long Ton,505538
22,4,Simplified,111,Short Ton,567959
28,4,Simplified,64,Long Ton,567959
82,4,Simplified,111,Short Ton,243406
102,4,Simplified,64,Long Ton,243406
16,4,Simplified,64,Long Ton,291793
14,4,Simplified,111,Short Ton,291793
15,4,Simplified,111,Short Ton,511120
16,4,Simplified,64,Long Ton,511120
17,4,Simplified,64,Long Ton,288919
13,4,Simplified,111,Short Ton,288919
12,4,Simplified,111,Short Ton,645654
16,4,Simplified,64,Long Ton,645654
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
13,4,Simplified,111,Short Ton,659953
17,4,Simplified,64,Long Ton,659953
12,4,Simplified,111,Short Ton,507384
15,4,Simplified,64,Long Ton,507384
11,4,Simplified,64,Long Ton,293828
8,4,Simplified,111,Short Ton,293828
236,1,Convention (Subpart B),64,Long Ton,1224873
70,1,Convention (Subpart B),111,Short Ton,1224873
25,4,Simplified,64,Long Ton,272165
20,4,Simplified,111,Short Ton,272165
22,4,Simplified,111,Short Ton,275615
28,4,Simplified,64,Long Ton,275615
14,4,Simplified,111,Short Ton,566997
18,4,Simplified,64,Long Ton,566997
49,4,Simplified,111,Short Ton,501747
61,4,Simplified,64,Long Ton,501747
21,4,Simplified,111,Short Ton,264738
26,4,Simplified,64,Long Ton,264738
33,4,Simplified,64,Long Ton,562688
26,4,Simplified,111,Short Ton,562688
154,1,Convention (Subpart B),111,Short Ton,615683
62,3,Regulatory (Subpart C or D),111,Short Ton,615683
369,1,Convention (Subpart B),64,Long Ton,615683
92,3,Regulatory (Subpart C or D),64,Long Ton,615683
17178,3,Regulatory (Subpart C or D),111,Short Ton,1099732
47046,1,Convention (Subpart B),64,Long Ton,1099732
47046,3,Regulatory (Subpart C or D),64,Long Ton,1099732
17178,1,Convention (Subpart B),111,Short Ton,1099732
58591,5,Dead Weight,120,Ton,1099732
77523,6,Displacement,120,Ton,1099732
5,4,Simplified,111,Short Ton,1231040
5,4,Simplified,64,Long Ton,1231040
11,4,Simplified,111,Short Ton,206972
14,4,Simplified,64,Long Ton,206972
51,4,Simplified,111,Short Ton,211746
64,4,Simplified,64,Long Ton,211746
17,4,Simplified,64,Long Ton,506693
13,4,Simplified,111,Short Ton,506693
10,4,Simplified,64,Long Ton,1095398
10,1,Convention (Subpart B),64,Long Ton,1095398
7,1,Convention (Subpart B),111,Short Ton,1095398
7,4,Simplified,111,Short Ton,1095398
11,4,Simplified,64,Long Ton,500995
8,4,Simplified,111,Short Ton,500995
142,4,Simplified,64,Long Ton,1054933
24,4,Simplified,111,Short Ton,1230075
30,4,Simplified,64,Long Ton,1230075
6,4,Simplified,111,Short Ton,501619
7,4,Simplified,64,Long Ton,501619
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
11,4,Simplified,64,Long Ton,500995
8,4,Simplified,111,Short Ton,500995
7,4,Simplified,111,Short Ton,270272
9,4,Simplified,64,Long Ton,270272
9,4,Simplified,111,Short Ton,501068
11,4,Simplified,64,Long Ton,501068
9,4,Simplified,111,Short Ton,668036
9,4,Simplified,64,Long Ton,668036
34,4,Simplified,111,Short Ton,1054844
43,4,Simplified,64,Long Ton,1054844
802,4,Simplified,111,Short Ton,1059905
802,4,Simplified,64,Long Ton,1059905
18,4,Simplified,111,Short Ton,1052208
23,4,Simplified,64,Long Ton,1052208
56828,1,Convention (Subpart B),111,Short Ton,1099653
88944,1,Convention (Subpart B),64,Long Ton,1099653
169831,5,Dead Weight,75,Metric Ton,1099653
194189,6,Displacement,75,Metric Ton,1099653
30068,1,Convention (Subpart B),64,Long Ton,989833
13648,1,Convention (Subpart B),111,Short Ton,989833
49805,5,Dead Weight,75,Metric Ton,989833
60033,6,Displacement,75,Metric Ton,989833
83,4,Simplified,111,Short Ton,586904
104,4,Simplified,64,Long Ton,586904
17,4,Simplified,111,Short Ton,567019
21,4,Simplified,64,Long Ton,567019
5,4,Simplified,111,Short Ton,1251936
6,4,Simplified,64,Long Ton,1251936
33,4,Simplified,111,Short Ton,501625
41,4,Simplified,64,Long Ton,501625
7,4,Simplified,64,Long Ton,284446
5,4,Simplified,111,Short Ton,284446
14436,3,Regulatory (Subpart C or D),111,Short Ton,612974
15694,5,Dead Weight,120,Ton,612974
23800,6,Displacement,120,Ton,612974
23255,3,Regulatory (Subpart C or D),64,Long Ton,612974
35,4,Simplified,64,Long Ton,1109839
28,4,Simplified,111,Short Ton,1109839
9,4,Simplified,111,Short Ton,507264
12,4,Simplified,64,Long Ton,507264
33,4,Simplified,64,Long Ton,562688
26,4,Simplified,111,Short Ton,562688
19,3,Regulatory (Subpart C or D),64,Long Ton,266552
12,3,Regulatory (Subpart C or D),111,Short Ton,266552
13,4,Simplified,64,Long Ton,1116940
11,4,Simplified,111,Short Ton,1116940
10,4,Simplified,111,Short Ton,595875
12,4,Simplified,64,Long Ton,595875
12,4,Simplified,64,Long Ton,240322
10,4,Simplified,111,Short Ton,240322
6,4,Simplified,64,Long Ton,968063
5,4,Simplified,111,Short Ton,968063
28,4,Simplified,111,Short Ton,1054885
35,4,Simplified,64,Long Ton,1054885
18070,1,Convention (Subpart B),111,Short Ton,1228603
53481,5,Dead Weight,75,Metric Ton,1228603
32637,6,Displacement,75,Metric Ton,1228603
32637,1,Convention (Subpart B),64,Long Ton,1228603
802,4,Simplified,111,Short Ton,1059897
802,4,Simplified,64,Long Ton,1059897
10,4,Simplified,111,Short Ton,626849
12,4,Simplified,64,Long Ton,626849
7,4,Simplified,64,Long Ton,1218873
6,4,Simplified,111,Short Ton,1218873
14,4,Simplified,111,Short Ton,1052048
14,4,Simplified,64,Long Ton,1052048
15,4,Simplified,111,Short Ton,511120
16,4,Simplified,64,Long Ton,511120
18,4,Simplified,111,Short Ton,1226425
22,4,Simplified,64,Long Ton,1226425
38,4,Simplified,64,Long Ton,1244349
31,4,Simplified,111,Short Ton,1244349
8,4,Simplified,64,Long Ton,581300
6,4,Simplified,111,Short Ton,581300
9,4,Simplified,111,Short Ton,1058066
11,4,Simplified,64,Long Ton,1058066
20,4,Simplified,111,Short Ton,503877
25,4,Simplified,64,Long Ton,503877
29,4,Simplified,111,Short Ton,299649
36,4,Simplified,64,Long Ton,299649
7,4,Simplified,64,Long Ton,665826
6,4,Simplified,111,Short Ton,665826
7,4,Simplified,64,Long Ton,630477
6,4,Simplified,111,Short Ton,630477
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
745,4,Simplified,64,Long Ton,506770
745,4,Simplified,111,Short Ton,506770
22,4,Simplified,111,Short Ton,1236225
28,4,Simplified,64,Long Ton,1236225
43,4,Simplified,111,Short Ton,1054901
53,4,Simplified,64,Long Ton,1054901
31,4,Simplified,111,Short Ton,569720
39,4,Simplified,64,Long Ton,569720
11,4,Simplified,111,Short Ton,656069
14,4,Simplified,64,Long Ton,656069
12,4,Simplified,64,Long Ton,240322
10,4,Simplified,111,Short Ton,240322
745,4,Simplified,64,Long Ton,1214038
745,4,Simplified,111,Short Ton,1214038
17,4,Simplified,111,Short Ton,567019
21,4,Simplified,64,Long Ton,567019
10,4,Simplified,111,Short Ton,626849
12,4,Simplified,64,Long Ton,626849
16,4,Simplified,111,Short Ton,278472
20,4,Simplified,64,Long Ton,278472
15,4,Simplified,64,Long Ton,506852
13,4,Simplified,111,Short Ton,506852
745,4,Simplified,111,Short Ton,1150400
745,4,Simplified,64,Long Ton,1150400
5,4,Simplified,111,Short Ton,1231040
5,4,Simplified,64,Long Ton,1231040
764,4,Simplified,111,Short Ton,1228618
764,4,Simplified,64,Long Ton,1228618
46,1,Convention (Subpart B),111,Short Ton,996316
66,1,Convention (Subpart B),64,Long Ton,996316
11,4,Simplified,111,Short Ton,1167873
14,4,Simplified,64,Long Ton,1167873
36,4,Simplified,64,Long Ton,1211556
33,4,Simplified,111,Short Ton,1211556
69,4,Simplified,64,Long Ton,1212224
55,4,Simplified,111,Short Ton,1212224
427,1,Convention (Subpart B),111,Short Ton,1249788
1426,1,Convention (Subpart B),64,Long Ton,1249788
716,4,Simplified,64,Long Ton,505721
716,4,Simplified,111,Short Ton,505721
13,4,Simplified,111,Short Ton,680627
17,4,Simplified,64,Long Ton,680627
14,4,Simplified,111,Short Ton,614262
18,4,Simplified,64,Long Ton,614262
28561,1,Convention (Subpart B),64,Long Ton,1121714
13754,1,Convention (Subpart B),111,Short Ton,1121714
39164,5,Dead Weight,120,Ton,1121714
50560,6,Displacement,120,Ton,1121714
23,4,Simplified,111,Short Ton,297588
26,4,Simplified,64,Long Ton,297588
7,4,Simplified,64,Long Ton,296459
6,4,Simplified,111,Short Ton,296459
15,4,Simplified,64,Long Ton,510611
12,4,Simplified,111,Short Ton,510611
29810,1,Convention (Subpart B),111,Short Ton,1041448
55898,1,Convention (Subpart B),64,Long Ton,1041448
107049,6,Displacement,75,Metric Ton,1041448
105419,5,Dead Weight,75,Metric Ton,1041448
13,4,Simplified,64,Long Ton,1116940
11,4,Simplified,111,Short Ton,1116940
20,4,Simplified,111,Short Ton,270737
25,4,Simplified,64,Long Ton,270737
20,4,Simplified,111,Short Ton,260969
25,4,Simplified,64,Long Ton,260969
22,4,Simplified,111,Short Ton,1132494
22,4,Simplified,64,Long Ton,1132494
21,4,Simplified,111,Short Ton,930224
26,4,Simplified,64,Long Ton,930224
5,4,Simplified,111,Short Ton,504262
6,4,Simplified,64,Long Ton,504262
20,4,Simplified,111,Short Ton,503877
25,4,Simplified,64,Long Ton,503877
6,4,Simplified,111,Short Ton,512092
8,4,Simplified,64,Long Ton,512092
15,4,Simplified,64,Long Ton,1208724
12,4,Simplified,111,Short Ton,1208724
20,4,Simplified,64,Long Ton,272142
16,4,Simplified,111,Short Ton,272142
39564,1,Convention (Subpart B),111,Short Ton,994784
75246,1,Convention (Subpart B),64,Long Ton,994784
78612,5,Dead Weight,120,Ton,994784
107537,6,Displacement,120,Ton,994784
17,4,Simplified,111,Short Ton,1169704
18,4,Simplified,64,Long Ton,1169704
8,4,Simplified,111,Short Ton,1236211
10,4,Simplified,64,Long Ton,1236211
10,4,Simplified,111,Short Ton,1239492
12,4,Simplified,64,Long Ton,1239492
6,4,Simplified,64,Long Ton,1232723
5,4,Simplified,111,Short Ton,1232723
7,4,Simplified,111,Short Ton,647184
9,4,Simplified,64,Long Ton,647184
83,4,Simplified,111,Short Ton,586904
104,4,Simplified,64,Long Ton,586904
40037,1,Convention (Subpart B),64,Long Ton,611533
20900,1,Convention (Subpart B),111,Short Ton,611533
73004,5,Dead Weight,120,Ton,611533
86123,6,Displacement,120,Ton,611533
19,4,Simplified,111,Short Ton,588445
24,4,Simplified,64,Long Ton,588445
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
716,4,Simplified,64,Long Ton,505721
716,4,Simplified,111,Short Ton,505721
11,4,Simplified,64,Long Ton,500995
8,4,Simplified,111,Short Ton,500995
499,1,Convention (Subpart B),64,Long Ton,578740
499,3,Regulatory (Subpart C or D),64,Long Ton,578740
161,1,Convention (Subpart B),111,Short Ton,578740
161,3,Regulatory (Subpart C or D),111,Short Ton,578740
12,4,Simplified,111,Short Ton,296186
16,4,Simplified,64,Long Ton,296186
823,4,Simplified,111,Short Ton,1229939
823,4,Simplified,64,Long Ton,1229939
9,4,Simplified,111,Short Ton,511394
10,4,Simplified,64,Long Ton,511394
14,4,Simplified,111,Short Ton,614262
18,4,Simplified,64,Long Ton,614262
26,4,Simplified,64,Long Ton,561219
21,4,Simplified,111,Short Ton,561219
10,4,Simplified,111,Short Ton,1040965
10,4,Simplified,64,Long Ton,1040965
15,4,Simplified,111,Short Ton,652589
19,4,Simplified,64,Long Ton,652589
764,4,Simplified,111,Short Ton,996854
764,4,Simplified,64,Long Ton,996854
8,4,Simplified,111,Short Ton,1247862
11,4,Simplified,64,Long Ton,1247862
11,4,Simplified,111,Short Ton,503918
13,4,Simplified,64,Long Ton,503918
8,4,Simplified,111,Short Ton,567947
11,4,Simplified,64,Long Ton,567947
33,4,Simplified,64,Long Ton,906554
26,4,Simplified,111,Short Ton,906554
7,4,Simplified,111,Short Ton,614238
8,4,Simplified,64,Long Ton,614238
38,4,Simplified,64,Long Ton,1071569
38,4,Simplified,111,Short Ton,1071569
764,4,Simplified,64,Long Ton,562078
764,4,Simplified,111,Short Ton,562078
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
14436,3,Regulatory (Subpart C or D),111,Short Ton,612974
15694,5,Dead Weight,120,Ton,612974
23800,6,Displacement,120,Ton,612974
23255,3,Regulatory (Subpart C or D),64,Long Ton,612974
14,4,Simplified,64,Long Ton,998264
11,4,Simplified,111,Short Ton,998264
28,4,Simplified,111,Short Ton,238301
35,4,Simplified,64,Long Ton,238301
9,4,Simplified,64,Long Ton,630364
7,4,Simplified,111,Short Ton,630364
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
29,4,Simplified,64,Long Ton,506165
23,4,Simplified,111,Short Ton,506165
104998,5,Dead Weight,75,Metric Ton,996888
121586,6,Displacement,75,Metric Ton,996888
31167,1,Convention (Subpart B),111,Short Ton,996888
59259,1,Convention (Subpart B),64,Long Ton,996888
13,4,Simplified,111,Short Ton,274942
17,4,Simplified,64,Long Ton,274942
823,4,Simplified,64,Long Ton,1110436
823,4,Simplified,111,Short Ton,1110436
21,4,Simplified,111,Short Ton,612998
23,4,Simplified,64,Long Ton,612998
7,4,Simplified,64,Long Ton,1186524
7,4,Simplified,111,Short Ton,1186524
17,4,Simplified,111,Short Ton,568268
21,4,Simplified,64,Long Ton,568268
48020,5,Dead Weight,120,Ton,1130376
58025,6,Displacement,120,Ton,1130376
12582,1,Convention (Subpart B),111,Short Ton,1130376
28802,1,Convention (Subpart B),64,Long Ton,1130376
9,4,Simplified,64,Long Ton,287746
7,4,Simplified,111,Short Ton,287746
6,4,Simplified,111,Short Ton,626842
8,4,Simplified,64,Long Ton,626842
2,4,Simplified,111,Short Ton,568295
2,4,Simplified,64,Long Ton,568295
0,1,Convention (Subpart B),64,Long Ton,568295
11,4,Simplified,64,Long Ton,1193138
10,4,Simplified,111,Short Ton,1193138
5,4,Simplified,111,Short Ton,638122
6,4,Simplified,64,Long Ton,638122
18,3,Regulatory (Subpart C or D),111,Short Ton,271680
20,3,Regulatory (Subpart C or D),64,Long Ton,271680
7,4,Simplified,111,Short Ton,672306
9,4,Simplified,64,Long Ton,672306
12,4,Simplified,64,Long Ton,957153
10,4,Simplified,111,Short Ton,957153
16,4,Simplified,64,Long Ton,272085
12,4,Simplified,111,Short Ton,272085
35,4,Simplified,111,Short Ton,626510
43,4,Simplified,64,Long Ton,626510
235,4,Simplified,111,Short Ton,503554
235,4,Simplified,64,Long Ton,503554
9,4,Simplified,111,Short Ton,502672
11,4,Simplified,64,Long Ton,502672
705,4,Simplified,111,Short Ton,1231050
705,4,Simplified,64,Long Ton,1231050
21,4,Simplified,111,Short Ton,1274395
24,4,Simplified,64,Long Ton,1274395
157,4,Simplified,64,Long Ton,1107373
126,4,Simplified,111,Short Ton,1107373
36,4,Simplified,64,Long Ton,296711
29,4,Simplified,111,Short Ton,296711
9,4,Simplified,64,Long Ton,661437
9,4,Simplified,111,Short Ton,661437
13,4,Simplified,111,Short Ton,274942
17,4,Simplified,64,Long Ton,274942
28,4,Simplified,64,Long Ton,279589
22,4,Simplified,111,Short Ton,279589
22,4,Simplified,111,Short Ton,979854
27,4,Simplified,64,Long Ton,979854
13,4,Simplified,111,Short Ton,274942
17,4,Simplified,64,Long Ton,274942
28,4,Simplified,111,Short Ton,651232
31,4,Simplified,64,Long Ton,651232
8,4,Simplified,111,Short Ton,298109
9,4,Simplified,64,Long Ton,298109
25,4,Simplified,111,Short Ton,614221
28,4,Simplified,64,Long Ton,614221
20,4,Simplified,64,Long Ton,272142
16,4,Simplified,111,Short Ton,272142
20763,1,Convention (Subpart B),64,Long Ton,1115792
41799,6,Displacement,120,Ton,1115792
33270,5,Dead Weight,120,Ton,1115792
11627,1,Convention (Subpart B),111,Short Ton,1115792
33188,1,Convention (Subpart B),64,Long Ton,1219541
10479,6,Displacement,120,Ton,1219541
58705,5,Dead Weight,120,Ton,1219541
19143,1,Convention (Subpart B),111,Short Ton,1219541
14,4,Simplified,64,Long Ton,264140
13,4,Simplified,111,Short Ton,264140
12892,1,Convention (Subpart B),64,Long Ton,1108552
12892,3,Regulatory (Subpart C or D),64,Long Ton,1108552
7920,5,Dead Weight,120,Ton,1108552
4765,1,Convention (Subpart B),111,Short Ton,1108552
4765,3,Regulatory (Subpart C or D),111,Short Ton,1108552
20,4,Simplified,64,Long Ton,272142
16,4,Simplified,111,Short Ton,272142
69,4,Simplified,111,Short Ton,512342
87,4,Simplified,64,Long Ton,512342
135,4,Simplified,111,Short Ton,1251209
169,4,Simplified,64,Long Ton,1251209
11,4,Simplified,64,Long Ton,1193138
10,4,Simplified,111,Short Ton,1193138
14,4,Simplified,64,Long Ton,506725
11,4,Simplified,111,Short Ton,506725
12,4,Simplified,64,Long Ton,500868
11,4,Simplified,111,Short Ton,500868
42,4,Simplified,111,Short Ton,1167877
53,4,Simplified,64,Long Ton,1167877
36935,1,Convention (Subpart B),111,Short Ton,1230605
115455,5,Dead Weight,120,Ton,1230605
134306,6,Displacement,120,Ton,1230605
64769,1,Convention (Subpart B),64,Long Ton,1230605
6,4,Simplified,111,Short Ton,1256114
6,4,Simplified,64,Long Ton,1256114
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
9,4,Simplified,64,Long Ton,1071022
7,4,Simplified,111,Short Ton,1071022
69,4,Simplified,111,Short Ton,512342
87,4,Simplified,64,Long Ton,512342
11,4,Simplified,64,Long Ton,291565
9,4,Simplified,111,Short Ton,291565
32987,1,Convention (Subpart B),64,Long Ton,1276194
67681,6,Displacement,120,Ton,1276194
56724,5,Dead Weight,120,Ton,1276194
19231,1,Convention (Subpart B),111,Short Ton,1276194
142,4,Simplified,64,Long Ton,562533
114,4,Simplified,111,Short Ton,562533
17,4,Simplified,111,Short Ton,1227791
17,4,Simplified,64,Long Ton,1227791
15314,4,Simplified,64,Long Ton,1099871
8355,6,Displacement,120,Ton,1099871
17674,5,Dead Weight,120,Ton,1099871
20,4,Simplified,111,Short Ton,260969
25,4,Simplified,64,Long Ton,260969
745,4,Simplified,64,Long Ton,506770
745,4,Simplified,111,Short Ton,506770
8,4,Simplified,111,Short Ton,569388
9,4,Simplified,64,Long Ton,569388
63,4,Simplified,64,Long Ton,572722
50,4,Simplified,111,Short Ton,572722
8,4,Simplified,64,Long Ton,623711
8,4,Simplified,111,Short Ton,623711
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
149,4,Simplified,64,Long Ton,1245035
119,4,Simplified,111,Short Ton,1245035
6,4,Simplified,111,Short Ton,297251
8,4,Simplified,64,Long Ton,297251
109149,1,Convention (Subpart B),64,Long Ton,1110104
52743,1,Convention (Subpart B),111,Short Ton,1110104
144477,6,Displacement,75,Metric Ton,1110104
107493,5,Dead Weight,75,Metric Ton,1110104
9,4,Simplified,111,Short Ton,599512
11,4,Simplified,64,Long Ton,599512
11,4,Simplified,111,Short Ton,634
13,4,Simplified,64,Long Ton,634
8,4,Simplified,64,Long Ton,580352
6,4,Simplified,111,Short Ton,580352
